obs_id,true_value,meas_value,corr_value,diff(%)
16, 18.4532  29.7443 0.992117 0.773403, 18.8354  29.6102 0.993189 0.766717, 18.7645  29.6446 0.995145 0.765176,  1.68699 -0.335085  0.305191  -1.06379
17,-4.64855  6.92909 -1.14015 -1.15199,-4.70304  6.79478 -1.18045 -1.07713,-4.70005  6.80976 -1.19511 -1.09926, 1.10785 -1.72225     4.82 -4.57737
18,   23.919   13.4743   0.96444 -0.630509,  23.5799   13.6187  0.898886 -0.707182,  23.6308   13.5901  0.928219 -0.676724,-1.20497  0.85951 -3.75561  7.32977
19, 18.7756  7.43744  1.18179 -0.64807,   18.602   7.98467   1.22999 -0.647618, 18.5848  7.91002   1.1991 -0.65278,-1.01621  6.35404  1.46533 0.726693
20, -3.17039   0.66337 -0.788974 -0.780877, -3.12614   1.03026 -0.813784 -0.810488, -3.12415  0.908689 -0.810458 -0.794308,-1.45841  36.9808  2.72305  1.72001
22, 20.5577  4.44782 0.692302 -1.19072, 20.4975  4.38218 0.661093 -1.19267, 20.4533  4.41456 0.672631 -1.19583,-0.507573 -0.747737  -2.84138  0.429054
24,0.857594  9.47285 -1.08467 -1.03876,0.621338  9.63529 -1.04804 -0.95522,  0.68881   9.59496  -1.06175 -0.994119,-19.6811  1.28903 -2.11381 -4.29711
1,  17.0463   12.8981   0.81513 -0.615168,   17.019   12.8767  0.847994 -0.686599,  16.9717   12.8883  0.833638 -0.678779, -0.437589 -0.0762458    2.27055    10.3405
2,  13.9557   31.7506 -0.814928  0.728628,  14.2175   31.7583 -0.806196  0.726381,  14.2045   31.8256 -0.818981   0.72225,  1.78259  0.236152  0.497388 -0.875278
3, 24.5262  27.2043 0.800367 0.913709, 24.7361   27.056 0.824239 0.940718, 24.6693    27.06 0.818076 0.905632, 0.583632  -0.53065    2.2126 -0.884021
4, 27.5847  9.15951  1.19331 -0.90761,  27.3492   9.28028   1.17156 -0.961301,   27.399    9.2055   1.17913 -0.964498,-0.673067   0.50209   -1.1885   6.26794
5,  6.10157  -4.93004 -0.795208  -1.16552,  6.43004  -5.24688 -0.883314  -1.16765,  6.30908  -5.19522 -0.845945  -1.14936, 3.40097   5.3788  6.38035 -1.38615
7,-4.80543  8.06976 -1.09047 -1.13779,-5.25106   7.9426 -1.16192 -1.17457,  -5.217  7.96935 -1.14361 -1.14922,  8.5646 -1.24436  4.87275  1.00464
8, 15.4372  20.0988 0.705534 0.888365, 15.3951   20.285 0.686216 0.865066,  15.446  20.2329 0.671467  0.87506,0.057472 0.667177 -4.82849  -1.4977
10, 15.1685  30.0769 -1.01197  0.92036, 15.1592  30.5561 -1.03083 0.903584, 15.1582  30.4383 -1.01752 0.919629,-0.068172   1.20156   0.54885 -0.079431
12,  5.88041   10.7789  -1.15554 -0.976513,  5.84454   11.0305  -1.17657 -0.958593,  5.79142   10.9337   -1.1613 -0.951022,-1.51329  1.43568 0.499147 -2.61046
13, 16.0766  30.3145 0.997106  1.19529,16.1393 30.0448  1.0336 1.15985,16.1246  30.079 1.00364  1.1764, 0.298822 -0.777032  0.654756  -1.58035
14,  10.5855 -0.196124  0.812975 -0.866144,  10.3151 -0.245522  0.890249 -0.843357,  10.3787 -0.240764   0.86444 -0.843644,-1.95355  22.7613  6.33047  -2.5977
15,-0.209776   11.2524 -0.624999 -0.719579,0.0905421   11.0846 -0.650955 -0.743819,-0.0315859    11.1635  -0.651527   -0.72467,  -84.943 -0.790708   4.24446  0.707523
16, 18.4863  29.7701 0.992117 0.773403, 18.3735  29.8681 0.931429  0.82502, 18.4689  29.8236 0.955711 0.802187,-0.0941793    0.17999   -3.66949    3.72177
17,-4.68656  6.89069 -1.14015 -1.15199,-5.10328  6.98589 -1.10528 -1.11822,-5.02129  6.93795 -1.13964 -1.11095,   7.14241   0.685802 -0.0451993   -3.56255
18,  23.9512   13.4533   0.96444 -0.630509,  23.9716   13.4316  0.986482 -0.604055, 23.9019  13.4623 0.964268 -0.63183, -0.205657  0.0669463 -0.0178485    0.20944
19,  18.815  7.41584  1.18179 -0.64807,  18.7767   7.44759    1.1715 -0.746063,  18.7425   7.54662   1.18207 -0.710489,-0.385535   1.76355 0.0235738   9.63147
22, 20.5808  4.40813 0.692302 -1.19072, 20.4476  4.72145 0.771052 -1.14647, 20.4542  4.64348 0.733455 -1.16528,-0.615111   5.33898   5.94429  -2.13656
24,0.821438  9.43822 -1.08467 -1.03876,0.451768  9.50934 -1.05746   -1.042,0.497177  9.52106 -1.05912 -1.02372,-39.4748 0.877677  -2.3558  -1.4474
1,  17.0734   12.8776   0.81513 -0.615168, 17.2762  12.7033 0.893817 -0.57437,   17.214   12.7401  0.870867 -0.614272, 0.823301  -1.06832   6.83776 -0.145638
2,  13.9286   31.7749 -0.814928  0.728628,  13.9921   32.1315 -0.747617  0.755105, 14.0339  32.0681  -0.7749 0.742592, 0.75643  0.92277 -4.91183  1.91648
3, 24.5528  27.2348 0.800367 0.913709,  24.842  27.2106 0.881643 0.964747, 24.8094  27.1836 0.857381 0.942182,  1.04471 -0.187935   7.12354   3.11619
4, 27.6244  9.12926  1.19331 -0.90761,   27.484   9.62681   1.23129 -0.936555, 27.4738  9.52477  1.21137 -0.94717,-0.545378   4.33234   1.51325   4.35872
5,  6.07507  -4.96889 -0.795208  -1.16552,  6.24068  -4.34413 -0.851596  -1.17579,  6.24972  -4.54443 -0.849443  -1.16558,   2.87502   -8.54243    6.82018 0.00534924
7,-4.84178  8.03184 -1.09047 -1.13779,-4.92821  8.55278 -1.00153 -1.13032,-5.00154  8.41284 -1.05576 -1.13746,   3.29956    4.74363   -3.18323 -0.0289905
8, 15.4607  20.1284 0.705534 0.888365, 15.6249  20.5712 0.688323 0.826954, 15.5897  20.5015 0.681905 0.845369,0.834373  1.85358 -3.34909 -4.83991
10, 15.1348  30.1076 -1.01197  0.92036,  14.7186   29.8599 -0.903333  0.913682,  14.8101    29.997 -0.947003  0.915875, -2.14517  -0.36736  -6.41991 -0.487362
12,  5.84189   10.7464  -1.15554 -0.976513, 5.61209  10.7602 -1.17693 -1.01208,  5.64372    10.792  -1.17098 -0.988776, -3.3923 0.424923  1.33663  1.25583
13, 16.1098  30.3544 0.997106  1.19529,16.2369  31.008 1.02895 1.18389,16.2192 30.8077 1.01929 1.18115,0.678875  1.49332  2.22477 -1.18316
14,  10.6126 -0.224995  0.812975 -0.866144,  10.4027 -0.144294  0.781192  -0.92313,  10.4036 -0.172499  0.812989 -0.892753,  -1.96936   -23.3321 0.00177426    3.07212
15, -0.23061   11.2285 -0.624999 -0.719579,-0.287818   10.5306 -0.598285 -0.723103,-0.234915   10.6677 -0.618652  -0.72378, 1.86684  -4.9945 -1.01549 0.583838
16, 18.5194  29.7958 0.992117 0.773403, 18.1155  29.7481 0.984745 0.757285, 18.2023  29.7711 0.973606 0.774423,  -1.71205 -0.0831733   -1.86586   0.131925
17,-4.72456  6.85229 -1.14015 -1.15199,-4.65276  6.84962 -1.04939 -1.19176,-4.74411  6.86101 -1.08381  -1.1609,0.413812 0.127242  -4.9418 0.773053
18,  23.9833   13.4323   0.96444 -0.630509,  24.4836   13.1292  0.961772 -0.611302,  24.3598   13.1995  0.962796 -0.619183,  1.56984  -1.73316 -0.170426  -1.79634
19, 18.8544  7.39424  1.18179 -0.64807,  18.9435   6.88875   1.20537 -0.586973,  18.9072   7.03177   1.19649 -0.634234,0.279844 -4.90202  1.24395 -2.13505
22, 20.6038  4.36844 0.692302 -1.19072, 20.7139  4.51265  0.62053 -1.20552, 20.6607  4.53328 0.663694 -1.19016,  0.276005    3.77346   -4.13233 -0.0467538
24,0.785282   9.4036 -1.08467 -1.03876,0.369968  9.07577 -1.12172 -1.12194,0.390539  9.16815 -1.09782 -1.08448,-50.2677 -2.50383  1.21233  4.40173
1,  17.1006   12.8571   0.81513 -0.615168,   17.416   13.0616  0.878575 -0.490676,  17.3771   12.9848  0.875653 -0.537841, 1.61659 0.993007  7.42497   -12.57
2,  13.9014   31.7992 -0.814928  0.728628,  14.2608   32.1033 -0.828565  0.627588,  14.2038   32.1007 -0.808034  0.671517,  2.17494  0.948217 -0.845934  -7.83815
3, 24.5795  27.2652 0.800367 0.913709,  24.652  27.0168 0.865419 0.982592, 24.6939  27.0615 0.862324 0.967131, 0.465362 -0.747193   7.74118   5.84667
4, 27.6642  9.09901  1.19331 -0.90761,   27.751   9.01594   1.19247 -0.924451,  27.6977   9.12344   1.19972 -0.933191,0.120967 0.268494  0.53695  2.81851
5,  6.04856  -5.00774 -0.795208  -1.16552,  5.76784   -5.1525 -0.701655  -1.09716,  5.87025  -5.02421 -0.758164  -1.12337,-2.94799 0.328775 -4.65845  -3.6167
7,-4.87813  7.99391 -1.09047 -1.13779, -4.5671  7.84932 -1.14323 -1.18262,  -4.673  7.96757 -1.10976 -1.16544, -4.20496 -0.329483   1.76878   2.42984
8, 15.4842   20.158 0.705534 0.888365, 15.6906   19.978 0.662026 0.892445, 15.6729  20.1023 0.669629 0.874392,1.21896 -0.2763  -5.089 -1.5729
10, 15.1011  30.1383 -1.01197  0.92036,   15.126   29.8176 -0.967965  0.941036,  15.0477   29.8649 -0.959913  0.931398,-0.353302  -0.90696  -5.14414   1.19933
12,  5.80337   10.7138  -1.15554 -0.976513,  4.9947  10.8579 -1.18633 -0.94971,    5.132   10.8357  -1.18055 -0.964619,-11.5686  1.13788   2.1645 -1.21798
13, 16.1431  30.3942 0.997106  1.19529,16.3393 30.1547 1.03984 1.21215,16.3199 30.3106   1.032 1.20022,  1.09553 -0.275062   3.49939  0.412425
14,  10.6397 -0.253866  0.812975 -0.866144,  10.9459 -0.159924  0.827699 -0.840873,    10.83 -0.169354  0.822147 -0.860684,  1.78793    -33.29    1.1282 -0.630362
15,-0.251443   11.2045 -0.624999 -0.719579,-0.109734   11.1695 -0.657547 -0.785185,-0.142636   11.0509 -0.642672 -0.761662,-43.2728 -1.37045   2.8277  5.84831
16, 18.5524  29.8216 0.992117 0.773403, 18.1523  29.9619  1.06577 0.805854, 18.171 29.9248 1.03056 0.79387,-2.05599 0.346003  3.87464  2.64632
17,-4.76257  6.81389 -1.14015 -1.15199,-4.72373   6.7463 -1.11063 -1.19867, -4.7365  6.76334 -1.10038 -1.18426,-0.547276 -0.741915  -3.48858   2.80049
18,  24.0155   13.4113   0.96444 -0.630509,   24.191   13.4942  0.945879 -0.709153,  24.2362    13.423  0.952315 -0.674747, 0.918948 0.0874438  -1.25723   7.01617
19, 18.8938  7.37264  1.18179 -0.64807,  18.8116   7.52956   1.14998 -0.591685,  18.842  7.41281  1.16773 -0.60787,-0.274012  0.544894  -1.18974  -6.20304
22, 20.6269  4.32875 0.692302 -1.19072, 20.2979  4.44032 0.706287 -1.17183, 20.3846  4.45235 0.689968 -1.17884, -1.17462   2.85547 -0.337162 -0.997629
24,0.749126  9.36897 -1.08467 -1.03876,  1.43022   9.30627  -1.05264 -0.992063, 1.18799  9.26722 -1.06976 -1.02734, 58.5835 -1.08613 -1.37519 -1.09893
1,  17.1278   12.8366   0.81513 -0.615168,   17.42  12.4257 0.820109 -0.63035,  17.4168   12.5474  0.841327 -0.595085, 1.68735 -2.25335  3.21384 -3.26462
2,  13.8743   31.8235 -0.814928  0.728628,  13.8895   32.0821 -0.883856  0.662919,  13.9541   32.0913 -0.854931  0.666198,0.575342 0.841791  4.90883 -8.56816
3, 24.6062  27.2957 0.800367 0.913709, 24.3991   26.984 0.816048 0.930713, 24.4718  27.0086 0.833682 0.944609,-0.546147  -1.05169   4.16255   3.38182
4,  27.704  9.06875  1.19331 -0.90761,  27.6757   8.99815   1.19397 -0.915421,  27.6896   9.01939   1.19616 -0.922221,-0.0518559  -0.544332   0.238356     1.6098
5,  6.02205   -5.0466 -0.795208  -1.16552,  5.82134  -5.41055 -0.772131  -1.17315,  5.82664  -5.33209 -0.766799  -1.15418, -3.24501   5.65726  -3.57252 -0.973029
7,-4.91448  7.95598 -1.09047 -1.13779, -4.6966  7.55333 -1.03032 -1.10486,-4.69946  7.63796 -1.06066 -1.12805, -4.37516  -3.99725  -2.73343 -0.856472
8, 15.5077  20.1876 0.705534 0.888365, 15.5602  20.2438 0.709174 0.850855, 15.5907  20.2185 0.694052  0.85986,0.535231 0.152956 -1.62742 -3.20875
10, 15.0673   30.169 -1.01197  0.92036, 15.0206  30.2551 -1.04777 0.908302, 15.0193  30.1742 -1.01421 0.917171,-0.318718 0.0174493  0.221203 -0.346537
12,  5.76486   10.6813  -1.15554 -0.976513, 5.46407  10.7313 -1.09062 -0.96382,  5.38062   10.7476  -1.12492 -0.964135,-6.66514 0.620583 -2.64948 -1.26764
13, 16.1763  30.4341 0.997106  1.19529,16.0582 30.5501 0.97304  1.2078, 16.1247  30.5052 0.995522  1.20493,-0.318723  0.233658 -0.158889  0.806608
14,  10.6668 -0.282738  0.812975 -0.866144,  10.6963 -0.337798  0.832223 -0.857765,  10.7326 -0.306328  0.828354 -0.858898, 0.616693   8.34328   1.89167 -0.836549
15,-0.272276   11.1805 -0.624999 -0.719579,-0.182936   11.1217 -0.654494  -0.73059,-0.178708   11.1001 -0.649981 -0.742446,  -34.365 -0.719268   3.99714   3.17787
16, 18.5855  29.8474 0.992117 0.773403, 18.4103  29.7888 0.967294 0.805827,  18.364  29.8254 0.991485 0.801239,  -1.19186 -0.0736486  -0.063707    3.59914
17,-4.80057  6.77549 -1.14015 -1.15199,-4.72973  6.74752 -1.12539 -1.13118,-4.73956  6.74229 -1.11583 -1.15145,  -1.27083  -0.489991   -2.13332 -0.0474356
18,  24.0476   13.3903   0.96444 -0.630509,  23.8076   13.2553  0.955769 -0.621424, 23.9113  13.2881  0.95439 -0.64181, -0.56705 -0.763031  -1.04203   1.79238
19, 18.9332  7.35104  1.18179 -0.64807,  18.9182   7.42324   1.23291 -0.600893,    18.91   7.41635   1.20802 -0.603554,-0.122622  0.888453   2.21978  -6.86902
22,   20.65  4.28906 0.692302 -1.19072, 20.7523  4.43109 0.670659 -1.20577, 20.6747  4.42698 0.678079 -1.19548,0.119429  3.21562 -2.05447  0.39967
24, 0.71297  9.33435 -1.08467 -1.03876,0.926291  9.65416 -1.10892 -1.05491,0.977107  9.55927 -1.09399 -1.04432, 37.0474  2.40965 0.859037  0.53604
1,   17.155   12.8161   0.81513 -0.615168,  16.8291    12.435  0.782592 -0.636651,  16.9676   12.4558  0.804947 -0.620786, -1.0922 -2.81164 -1.24919 0.913311
2,  13.8471   31.8477 -0.814928  0.728628,  13.6658   31.5231 -0.785159   0.72882,  13.7244   31.6562 -0.811844  0.704824,-0.885747 -0.601591 -0.378483  -3.26693
3, 24.6329  27.3261 0.800367 0.913709, 24.5659  27.4265  0.84653 0.887149,  24.551  27.3394 0.841631 0.909147,-0.332295 0.0484408   5.15573 -0.499364
4, 27.7438   9.0385  1.19331 -0.90761,  27.2843   9.03595   1.18628 -0.775939,  27.3845   9.02558      1.19 -0.831807, -1.29501 -0.142948 -0.278035  -8.35187
7,-4.95082  7.91806 -1.09047 -1.13779,-5.23442  7.83996 -1.00711 -1.12338,-5.12183  7.78602 -1.02763 -1.12513, 3.45411 -1.66752 -5.76239 -1.11267
8, 15.5312  20.2172 0.705534 0.888365, 15.8815  20.3761 0.766484 0.827506, 15.8213   20.347 0.738852 0.839881,   1.868 0.642116  4.72233 -5.45773
10, 15.0336  30.1996 -1.01197  0.92036, 15.1683  30.2958 -1.02613 0.921709, 15.1271  30.2753 -1.02156 0.919987,  0.622017   0.250655     0.9472 -0.0405088
12,  5.72634   10.6487  -1.15554 -0.976513, 5.17991  10.9228 -1.16313 -1.00781,  5.21659   10.8761  -1.14856 -0.991103,  -8.9019   2.13484 -0.604095   1.49409
13, 16.2095  30.4739 0.997106  1.19529, 16.1818  30.5422 0.964924  1.19174, 16.1764  30.5429 0.976615  1.19678,-0.204672  0.226249  -2.05511  0.124736
14,  10.6939 -0.311609  0.812975 -0.866144,  10.6895 -0.126342  0.784343 -0.899729,  10.7053  -0.17339  0.801145 -0.884106,0.106685 -44.3566 -1.45519  2.07382
15,-0.293109   11.1565 -0.624999 -0.719579,-0.587296   11.4637 -0.690747 -0.699557,-0.500261   11.3764 -0.675226 -0.715889,  70.6739   1.97062   8.03638 -0.512759
16, 18.6186  29.8732 0.992117 0.773403, 18.2339  29.7733  1.03454 0.760686, 18.2707   29.791  1.01807 0.776166, -1.86832 -0.275192   2.61619  0.357203
17,-4.83858  6.73709 -1.14015 -1.15199,-4.94415  6.74514 -1.11599 -1.10862,-4.90646  6.73594 -1.11595 -1.12497,   1.40305 -0.0171424   -2.12254   -2.34556
18,  24.0798   13.3693   0.96444 -0.630509,  23.9166   13.4333  0.999632 -0.641745,  23.9227   13.3958  0.982347 -0.641748,-0.652497  0.198792   1.85678   1.78257
19, 18.9726  7.32943  1.18179 -0.64807,19.1633 7.17841 1.20761  -0.688,  19.1153   7.22728    1.2078 -0.655772,0.752371 -1.39368  2.20083  1.18844
22, 20.6731  4.24937 0.692302 -1.19072, 21.0015  4.67567 0.770124 -1.19989, 20.9332   4.6107 0.735005 -1.19817, 1.2581 8.50328 6.16825 0.62542
24,0.676814  9.29972 -1.08467 -1.03876, 0.560084   9.17894   -1.1243 -0.997678,0.645706  9.25682 -1.11277 -1.01554, -4.59628 -0.461356   2.59044  -2.23495
1,  17.1821   12.7956   0.81513 -0.615168,  16.9654   12.5686   0.88538 -0.627799,  16.9721   12.5386  0.854653 -0.625103,-1.22242  -2.0089  4.84873  1.61503
2,  13.8199    31.872 -0.814928  0.728628, 13.7085  31.6966 -0.74012 0.720718,  13.7061   31.6928 -0.767515  0.714649,-0.823366 -0.562234  -5.81807  -1.91851
3, 24.6596  27.3566 0.800367 0.913709, 25.1995  27.0824 0.775938 0.901421, 25.0597   27.147 0.801111 0.904335,  1.62247 -0.766018 0.0929853  -1.02598
4, 27.7835  9.00825  1.19331 -0.90761, 27.5029  8.90665   1.1493 -0.77297,  27.4851    8.9273   1.16486 -0.795456, -1.07421 -0.898587  -2.38471  -12.3571
7,-4.98717  7.88013 -1.09047 -1.13779,-4.96153  8.00002 -1.05917 -1.06552, -5.0054  7.94351  -1.0471 -1.08826,0.365384 0.804329 -3.97748 -4.35385
8, 15.5547  20.2468 0.705534 0.888365, 15.4879  20.1291 0.703368 0.850117, 15.5684  20.1845 0.716876 0.846175,0.0881343 -0.307833   1.60751  -4.74921
10, 14.9999  30.2303 -1.01197  0.92036,  14.7616   30.2843 -0.992539  0.920091, 14.8363  30.2892 -1.00367 0.920049,  -1.09052   0.194664  -0.820671 -0.0338189
12,  5.68782   10.6162  -1.15554 -0.976513,   5.6213   10.5692  -1.19209 -0.981914,  5.52148   10.6309  -1.17541 -0.985459,-2.92458 0.138575  1.71957 0.916111
13, 16.2428  30.5137 0.997106  1.19529,15.6029 30.8383 1.04793 1.20359,15.7395 30.7808 1.02061 1.20102,-3.09853 0.875029  2.35763 0.479684
14,   10.721 -0.340481  0.812975 -0.866144,  10.6755 -0.458061  0.736037 -0.842609,  10.6881 -0.400523  0.760899 -0.858492,-0.307379   17.6346  -6.40565 -0.883392
15,-0.313943   11.1325 -0.624999 -0.719579, 0.382685     10.97 -0.671821 -0.637085, 0.178833   11.0563 -0.673004 -0.667235, -156.963 -0.684777   7.68093  -7.27423
16, 18.6517   29.899 0.992117 0.773403, 18.8187  29.6556  1.00593 0.730816,  18.703  29.6918  1.01063 0.748117, 0.275073 -0.692915   1.86617  -3.26944
17,-4.87658  6.69869 -1.14015 -1.15199,-5.01489  6.56945 -1.11534 -1.19754,-4.99885  6.59835 -1.11558 -1.16984, 2.50736  -1.4979 -2.15515  1.54903
18,  24.1119   13.3482   0.96444 -0.630509,  23.9151   12.9922   1.01664 -0.603833,  23.9242   13.0783   1.00354 -0.618365,-0.778517  -2.02217   4.05385  -1.92609
19,  19.012  7.30783  1.18179 -0.64807,  18.947  7.29733  1.17295 -0.62006,  18.9939    7.2767   1.18623 -0.633689,-0.0949964  -0.425947   0.376263   -2.21915
22, 20.6961  4.20967 0.692302 -1.19072, 20.9709    4.329 0.648941 -1.25759, 20.9677  4.38332 0.681817 -1.23492,1.31228  4.1249 -1.5146 3.71208
24,0.640659   9.2651 -1.08467 -1.03876, 0.545347   9.46597  -1.05591 -0.995842,0.559702   9.4113 -1.07764 -1.00333, -12.6365   1.57795 -0.648671  -3.40995
1,  17.2093   12.7751   0.81513 -0.615168, 17.0981  12.7295 0.806145  -0.6922,   17.076   12.6817  0.824686 -0.666544, -0.77432 -0.731528   1.17233   8.35157
2,  13.7928   31.8963 -0.814928  0.728628,  13.5555   31.9996 -0.789333  0.776841,  13.5836    31.936 -0.781016  0.753122,-1.51635 0.124452  -4.1614  3.36171
3, 24.6862  27.3871 0.800367 0.913709, 24.5053   27.737 0.778931 0.843061,  24.636  27.6109 0.787328 0.866538,-0.203342  0.817198  -1.62911   -5.1626
4, 27.8233  8.97799  1.19331 -0.90761,  27.6972   9.35828   1.18161 -0.884865,  27.6582    9.2551   1.17523 -0.850654,-0.593456   3.08651  -1.51514  -6.27531
7,-5.02352  7.84221 -1.09047 -1.13779,-5.00164   7.8975 -1.07378 -1.20808,-5.01039  7.89946 -1.06358 -1.16231,-0.261346  0.730073  -2.46585   2.15519
8, 15.5783  20.2764 0.705534 0.888365, 15.4642  20.6534 0.697865  0.93535, 15.4931  20.5543  0.70511 0.901345, -0.546955    1.37064 -0.0601255    1.46106
10, 14.9661   30.261 -1.01197  0.92036,  14.6929   30.3376 -0.969883  0.905848,  14.7177   30.3336 -0.982801  0.911275,-1.65969 0.239949 -2.88245 -0.98714
12,   5.6493   10.5836  -1.15554 -0.976513,  5.67692    10.787  -1.14478 -0.911318,  5.63316   10.7446  -1.15645 -0.939613,-0.285741   1.52107  0.079209  -3.77877
13,  16.276  30.5536 0.997106  1.19529,15.9367 30.7773 1.04133 1.19367,   15.9 30.7871 1.03344 1.19647, -2.31035  0.764229   3.64386 0.0991044
14,  10.7481 -0.369352  0.812975 -0.866144,  10.2156 -0.673645  0.797571 -0.793359,  10.3278 -0.618469  0.783499 -0.818269,-3.91105   67.447 -3.62566 -5.52733
15,-0.334776   11.1085 -0.624999 -0.719579,-0.129404   10.9138 -0.623513 -0.727293,-0.0649604    10.9408  -0.642454  -0.704368,-80.5959 -1.51022  2.79284 -2.11384
16, 18.6847  29.9247 0.992117 0.773403, 18.5467     29.8 0.992441 0.800454, 18.5894  29.7813 0.999365 0.780474,-0.510127 -0.479216  0.730533  0.914235
17,-4.91459  6.66029 -1.14015 -1.15199, -4.9372  6.78137 -1.22666  -1.2042,-4.95967  6.73132 -1.18422 -1.19104,0.917254   1.0664  3.86485  3.38981
18,  24.1441   13.3272   0.96444 -0.630509,  24.2004   13.4443   1.03578 -0.558601,  24.1458   13.3574    1.0235 -0.581379,0.00731527    0.22611    6.12332   -7.79213
19, 19.0514  7.28623  1.18179 -0.64807,  18.6572     7.191   1.11288 -0.641188,  18.7418   7.20552   1.14085 -0.638332,-1.62497 -1.10764 -3.46378 -1.50275
22, 20.7192  4.16998 0.692302 -1.19072, 20.0309  3.99181 0.753244 -1.17059, 20.2471  4.07081 0.725837 -1.19521,-2.27873 -2.37829  4.84391 0.376864
24,0.604503  9.23047 -1.08467 -1.03876,0.654654  9.32285 -1.06439 -1.01139,0.625214  9.33522 -1.06943 -1.00832,  3.4262  1.13479 -1.40527  -2.9301
1,  17.2365   12.7546   0.81513 -0.615168,  16.9492   12.5778  0.830385 -0.648056,  16.9839   12.5962  0.828188 -0.655128,-1.46513 -1.24195  1.60196  6.49589
2,  13.7656   31.9206 -0.814928  0.728628,  13.3177    32.037 -0.836553   0.68816,  13.3716   32.0198 -0.815371  0.712983, -2.86243  0.310715 0.0543438  -2.14716
3, 24.7129  27.4175 0.800367 0.913709, 24.6994  27.4546  0.80348 0.833757, 24.6911  27.4962 0.797315 0.846254,-0.0882865   0.287053  -0.381288   -7.38255
4, 27.8631  8.94774  1.19331 -0.90761,  27.4496   8.86875   1.15473 -0.966366,  27.5053   8.94913   1.16253 -0.922214, -1.28398 0.0154758   -2.5796   1.60908
7,-5.05987  7.80428 -1.09047 -1.13779,-5.04024  7.84327 -1.06588 -1.10667,-5.04151   7.8473   -1.065 -1.12792,-0.362877  0.551288  -2.33548 -0.867379
8, 15.6018   20.306 0.705534 0.888365, 15.4244  20.5962 0.700537 0.866459, 15.4452  20.5935 0.702272 0.879786, -1.00381   1.41556 -0.462368 -0.965762
10, 14.9324  30.2917 -1.01197  0.92036, 15.0562  30.3148  -1.0393 0.874709, 14.9725  30.3258 -1.01767  0.88867,0.268704  0.11264 0.563033 -3.44324
12,  5.61078   10.5511  -1.15554 -0.976513,    6.144    10.538  -1.11394 -0.912239,  6.02039   10.5775   -1.1301 -0.922717, 7.30033 0.250497 -2.20089 -5.50897
13, 16.3092  30.5934 0.997106  1.19529,16.5486 30.4979 1.10611 1.21836,16.4104  30.572 1.07843 1.20996,0.620543 -0.06992  8.15597  1.22733
14,  10.7752 -0.398224  0.812975 -0.866144,  10.9842 -0.712544  0.805642 -0.810762,  10.8424  -0.69749  0.797266 -0.813638, 0.62304  75.1503 -1.93233 -6.06202
15,-0.355609   11.0845 -0.624999 -0.719579,-0.478746   10.9748 -0.606379 -0.805199,-0.390336   10.9617 -0.620209 -0.766678,  9.76526  -1.10859 -0.766288   6.54531
16, 18.7178  29.9505 0.992117 0.773403, 18.9108  30.0375  1.06368 0.802521,  18.846  29.9857  1.03915 0.794129,0.685116 0.117534  4.74103  2.67989
17,-4.95259  6.62189 -1.14015 -1.15199,-5.24291  6.75827 -1.20763 -1.19128,-5.18807  6.74326 -1.19872 -1.19118,4.75468 1.83286 5.13672 3.40183
18,  24.1762   13.3062   0.96444 -0.630509,  24.3649   13.4691  0.925259 -0.695962,  24.3231   13.4394  0.962806 -0.652178, 0.607473   1.00078 -0.169376   3.43675
19, 19.0908  7.26463  1.18179 -0.64807,  19.1802   7.25051   1.20777 -0.681408,  19.0902   7.23551   1.18226 -0.664946,-0.00278748   -0.400787   0.0402984     2.60394
22, 20.7423  4.13029 0.692302 -1.19072, 20.6802  4.00042 0.754537 -1.21759, 20.5882  4.00726 0.743627 -1.20904,-0.743011  -2.97894   7.41365   1.53876
24,0.568347  9.19585 -1.08467 -1.03876, 0.357661   8.93624  -1.12954 -0.985961, 0.409757   9.01855  -1.10661 -0.994548,-27.9038 -1.92806  2.02249 -4.25574
1,  17.2636   12.7341   0.81513 -0.615168,  16.7989   12.9614  0.703066 -0.594104,  16.8465   12.8744  0.750831 -0.617363,-2.41612   1.1015 -7.88818 0.356871
2,  13.7384   31.9449 -0.814928  0.728628,  13.4994   31.9047 -0.799362  0.790053,  13.4646   31.9361 -0.805457  0.760597,  -1.99352 -0.0275908   -1.16223    4.38756
3, 24.7396   27.448 0.800367 0.913709, 24.6274  27.2475 0.797534 0.907149, 24.6477    27.31 0.797439 0.883854, -0.37133 -0.502771  -0.36582  -3.26754
4, 27.9029  8.91749  1.19331 -0.90761,   27.389   8.93061   1.21204 -0.921654,   27.424   8.92786   1.19311 -0.921866,  -1.71622   0.116323 -0.0169227    1.57075
7,-5.09622  7.76635 -1.09047 -1.13779,-5.19267  7.98026 -1.12087 -1.02888,-5.16674  7.94205 -1.09954 -1.06669, 1.38376  2.26233  0.83216 -6.24918
8, 15.6253  20.3357 0.705534 0.888365, 15.5432  20.4839 0.650583 0.888738, 15.5263  20.5152 0.670336 0.885301,-0.633661  0.882942  -4.98882 -0.344974
10, 14.8987  30.3224 -1.01197  0.92036, 14.8589  30.2291 -1.02707 0.927214, 14.8768  30.2576 -1.02349 0.912475,-0.146597 -0.213491   1.13808 -0.856747
