obs_id,true_value,meas_value,corr_value,diff(%)
19, 11.0153  11.6931  1.18179 -0.64807,  10.9257   11.4171   1.17638 -0.656737,  10.9085   11.4413   1.16884 -0.668717,-0.969397  -2.15347  -1.09572   3.18592
20,  2.01053   5.79111 -0.788974 -0.780877,  1.99398   5.98923 -0.780823 -0.779209,  2.01135   5.99411 -0.784944 -0.776505,0.0406628   3.50539 -0.510698 -0.559785
21,  1.18696   1.28783 -0.659473 -0.991615,  1.09145    1.2755 -0.672595  -1.07041,  1.10961   1.25921 -0.678088  -1.05067,-6.51658   -2.222  2.82271  5.95575
22, 16.0115  12.2669 0.692302 -1.19072, 15.5995  12.4771 0.716869 -1.21161,  15.645  12.5086 0.716897 -1.22508,-2.28884  1.97028  3.55263  2.88548
24, 7.98027   16.294 -1.08467 -1.03876, 7.78272   16.211 -1.08792 -1.07858, 7.79614  16.2564 -1.08139 -1.06703, -2.30731 -0.230863 -0.302487    2.7222
1,  11.6936   16.9378   0.81513 -0.615168,  11.5716    16.818  0.790343 -0.637901,  11.5849   16.7765  0.795625 -0.626129,-0.929877 -0.952053  -2.39282    1.7819
5,  11.3235   2.72355 -0.795208  -1.16552,  11.2027    2.6734 -0.779927  -1.15309,  11.2357   2.69834 -0.785069  -1.14779,-0.775169  -0.92575  -1.27502  -1.52106
6,  6.48532  -1.43172  0.946999 -0.951825,  6.25693  -1.72202   0.94962 -0.934894,  6.34401  -1.67366  0.942594 -0.949237, -2.17892   16.8987  -0.46515 -0.271871
7, 2.35532  15.5413 -1.09047 -1.13779, 2.30665  15.4567  -1.0295 -1.21072, 2.30726  15.4054 -1.05762 -1.15073, -2.04062 -0.874367  -3.01258   1.13685
8, 10.8042  14.2652 0.705534 0.888365, 11.1358  14.0518 0.717633 0.873519, 11.0933  14.1443 0.720883 0.884363,  2.67559  -0.84745   2.17548 -0.450581
11, 20.0814  2.69944 0.767652 -1.02234, 20.0542  2.50469 0.724414 -1.08914, 20.1192  2.53814 0.731725 -1.06156,0.188423  -5.9754 -4.68019  3.83581
12,  13.4684   17.1914  -1.15554 -0.976513, 13.3606  17.4784  -1.1377 -1.02798, 13.1701  17.2294 -1.13614  -1.0264,-2.21522 0.221019 -1.67875  5.10879
14,  5.24695   5.49156  0.812975 -0.866144,  4.97581   5.11864   0.89675 -0.797899,  5.02109   5.14894  0.868407 -0.829151,-4.30466 -6.23899   6.8184 -4.27103
15,  3.89438   15.9777 -0.624999 -0.719579,   3.7609    15.877 -0.648503 -0.718042,  3.78153   15.9034 -0.649308 -0.725112, -2.89781 -0.465017   3.88944  0.768911
17, 2.80045  14.4554 -1.14015 -1.15199, 2.86215  14.5145  -1.0218 -1.12394, 2.88451  14.5495 -1.06026 -1.14662,  3.00181  0.651065   -7.0073 -0.466895
19, 11.0547  11.6715  1.18179 -0.64807,   11.107   11.6809   1.17369 -0.601149,  11.0786   11.6343   1.17186 -0.626929, 0.216604 -0.318756 -0.840365  -3.26227
20,  1.98423   5.76508 -0.788974 -0.780877,  2.27284   6.08071  -0.80296 -0.751462,  2.22157   6.06072 -0.796047 -0.761015, 11.9613   5.1281 0.896479 -2.54349
21,  1.16498   1.25478 -0.659473 -0.991615,  1.54741   1.61812 -0.637572  -0.96009,  1.46548   1.54811 -0.652996 -0.994646,  25.7944   23.3773 -0.982085  0.305634
22, 16.0346  12.2272 0.692302 -1.19072, 16.4889  12.0297 0.662463 -1.16655, 16.3427  12.1078 0.683346 -1.18895,  1.92172 -0.976698  -1.29367 -0.148291
24, 7.94411  16.2594 -1.08467 -1.03876, 7.69164  16.1588 -1.03059 -1.01868, 7.70392  16.1699    -1.05 -1.03716, -3.02354 -0.550279  -3.19657 -0.153872
1,  11.7208   16.9173   0.81513 -0.615168,  11.8105   16.7666   0.89977 -0.657994,  11.7752   16.7646  0.860012 -0.645821, 0.464772 -0.902381   5.50612   4.98296
5,   11.297    2.6847 -0.795208  -1.16552,  11.3145   2.72476 -0.837648  -1.17879,  11.2957   2.71319 -0.817553  -1.16694,-0.0112108    1.06117    2.80995   0.121969
6,  6.51689  -1.46345  0.946999 -0.951825,  6.75081  -1.31192  0.919484 -0.962553,  6.68391  -1.38201  0.928353 -0.957423, 2.56296 -5.56489 -1.96889 0.588166
7, 2.31897  15.5034 -1.09047 -1.13779, 1.75085  15.9976 -1.02296 -1.16153, 1.84373  15.8853 -1.03626 -1.15733,-20.4937  2.46325 -4.97168  1.71748
8, 10.8277  14.2948 0.705534 0.888365, 10.8594  14.1379 0.752012  0.88158, 10.9054  14.1443 0.740093 0.882639, 0.717425  -1.05317   4.89825 -0.644646
11,  20.107  2.66536 0.767652 -1.02234, 20.2764  3.00638 0.782682 -1.07392, 20.2528  2.91666 0.763233 -1.06914, 0.725452   9.42807 -0.575701    4.5774
12,  13.4299   17.1589  -1.15554 -0.976513,  13.4143   17.0245    -1.193 -0.992698, 13.3692  17.0518   -1.174 -1.00396,-0.451908 -0.624097   1.59822   2.81037
14,  5.27405   5.46269  0.812975 -0.866144,  5.35249   5.54918  0.937097 -0.934118,  5.29873   5.47279  0.910893 -0.893976,0.467936 0.184897  12.0444  3.21339
15,  3.87354   15.9537 -0.624999 -0.719579,  3.42844   16.0178 -0.658766 -0.746679,  3.48746   15.9931  -0.65519 -0.738425,-9.96723 0.246852  4.83065  2.61909
17, 2.76244   14.417 -1.14015 -1.15199, 2.66038  14.5512 -1.14398 -1.14029, 2.69387  14.5441 -1.11202  -1.1427, -2.48232  0.881689  -2.46743 -0.806715
19, 11.0941  11.6499  1.18179 -0.64807,  11.2479   11.8009   1.17505 -0.566199,  11.2247   11.7676   1.17385 -0.589375,  1.17733   1.01031 -0.671808  -9.05697
20,  1.95793   5.73905 -0.788974 -0.780877,  2.09226   5.82767 -0.809991 -0.832584,  2.11054   5.86454 -0.804676  -0.80527,7.79427 2.18652 1.99021 3.12388
21,    1.143   1.22172 -0.659473 -0.991615,  1.12911   1.27642 -0.690884 -0.995625,  1.18508    1.3189 -0.676447 -0.995278,  3.6818  7.95438  2.57391 0.369356
22, 16.0577  12.1875 0.692302 -1.19072, 16.3691  12.2031 0.655449 -1.20376, 16.3684  12.1791 0.666105 -1.19809,   1.93505 -0.0692044   -3.78405   0.618672
24, 7.90796  16.2247 -1.08467 -1.03876,  7.8926  16.2429 -1.14456 -1.12505,  7.8526  16.2236 -1.10841 -1.09147,  -0.699992 -0.00720631     2.18868      5.0746
1,  11.7479   16.8968   0.81513 -0.615168,  12.1226    17.071  0.789842 -0.684332,  12.0657   17.0125   0.81668 -0.669586, 2.70501 0.684992   0.1902  8.84606
5,  11.2705   2.64585 -0.795208  -1.16552,   10.899   2.56675 -0.873088  -1.26047,  10.9647   2.58575 -0.851917  -1.22476,-2.71305 -2.27138  7.13132  5.08264
6,  6.54846  -1.49518  0.946999 -0.951825,  6.39773  -1.64922  0.996661 -0.932731,  6.45433  -1.60727  0.970534 -0.942189,-1.43742  7.49688  2.48531 -1.01236
7, 2.28262  15.4655 -1.09047 -1.13779,  2.18496   15.4438 -0.997111   -1.1758,  2.1181  15.5155 -1.01202 -1.16879,-7.20769  0.32366 -7.19405  2.72459
8, 10.8512  14.3244 0.705534 0.888365,  10.625  14.2441 0.688979 0.929782, 10.6793  14.2316 0.708469 0.911783, -1.58475 -0.648071  0.415979   2.63599
11, 20.1325  2.63128 0.767652 -1.02234, 20.2227  2.84355 0.829144 -1.03349, 20.2327  2.85028 0.803962 -1.04711,0.497354  8.32274  4.72995  2.42247
12,  13.3914   17.1263  -1.15554 -0.976513, 13.5006  17.5308 -1.14018  -1.0106, 13.4707  17.4407 -1.15285 -1.00805, 0.592006   1.83537 -0.232644   3.22935
14,  5.30115   5.43382  0.812975 -0.866144,  5.08382   5.46976  0.800982 -0.830874,  5.12732    5.4651  0.842937 -0.854974,-3.27902 0.575655  3.68551 -1.28963
15,  3.85271   15.9297 -0.624999 -0.719579,  4.23133   16.0985 -0.597003  -0.70834,  4.09505   16.0754 -0.619143 -0.719817,  6.29006  0.914665 -0.936911 0.0330916
17, 2.72444  14.3786 -1.14015 -1.15199, 2.48722  14.2595  -1.1327 -1.13119, 2.51739  14.3034 -1.12482 -1.13561, -7.59972 -0.523185  -1.34463  -1.42195
19, 11.1335  11.6283  1.18179 -0.64807,  11.2562   12.3268   1.25294 -0.604307,  11.2577   12.2237   1.22273 -0.598539, 1.11581  5.11971  3.46429 -7.64294
20,  1.93163   5.71302 -0.788974 -0.780877,  1.49248   5.75089 -0.854324 -0.751674,   1.5977   5.76644 -0.835426 -0.772156,-17.2875 0.934983  5.88772 -1.11679
21,  1.12101   1.18867 -0.659473 -0.991615, 0.900377   1.10679 -0.603266  -1.04377, 0.947192   1.13858 -0.631248  -1.02527,-15.5057 -4.21351 -4.27992  3.39386
22, 16.0807  12.1478 0.692302 -1.19072, 15.9128  12.6599 0.662633 -1.17627, 15.9979  12.5672 0.663906 -1.18455,-0.515352   3.45192  -4.10169 -0.518497
24,  7.8718  16.1901 -1.08467 -1.03876, 7.60083  16.4116 -1.04704 -1.05134, 7.63919  16.3717  -1.0705 -1.06664,-2.95498  1.12157  -1.3063  2.68472
1,  11.7751   16.8763   0.81513 -0.615168,  12.0813   16.8111  0.832194 -0.573368, 12.0834  16.8431 0.826267 -0.61014,  2.61781 -0.196473   1.36632 -0.817291
5,   11.244     2.607 -0.795208  -1.16552,  11.4184   2.61028 -0.762026  -1.16304,  11.3327   2.59874 -0.796308  -1.18661, 0.789082 -0.316547  0.138314   1.80924
6,  6.58002   -1.5269  0.946999 -0.951825,  6.63528  -1.67349   1.00664 -0.960779,  6.60887  -1.66732  0.992866 -0.953682,0.438406  9.19589  4.84345  0.19511
7, 2.24627  15.4275 -1.09047 -1.13779, 2.14205  15.2265 -1.05531 -1.21872,  2.1317  15.2709 -1.03877 -1.19968,-5.10036 -1.01504 -4.74129  5.43897
8, 10.8747  14.3541 0.705534 0.888365, 10.7858  14.5705 0.722016  0.84096, 10.7711  14.5155 0.716851 0.868046,-0.953171   1.12439   1.60399  -2.28726
11, 20.1581  2.59721 0.767652 -1.02234, 20.6349  2.76446 0.711229 -0.99095, 20.5679  2.77362 0.746692 -1.01241,  2.03284   6.79253  -2.73048 -0.971872
12,  13.3529   17.0938  -1.15554 -0.976513,  13.0867   17.2353  -1.08293 -0.980389,  13.1483   17.2659  -1.10961 -0.990945,-1.53235   1.0069 -3.97473  1.47794
14,  5.32825   5.40495  0.812975 -0.866144,  5.07188   5.38604  0.840879 -0.901026,  5.08676   5.39497  0.841656 -0.883442, -4.53227 -0.184588    3.5279   1.99709
15,  3.83188   15.9057 -0.624999 -0.719579,  3.40288   16.3719 -0.596155 -0.680012,  3.52253   16.3149  -0.60501 -0.695181,-8.07302  2.57267 -3.19814 -3.39066
17, 2.68643  14.3402 -1.14015 -1.15199, 2.45297  13.9652 -1.17678 -1.10801, 2.45768  14.0188 -1.15694 -1.11859,-8.51509 -2.24172  1.47203 -2.89984
19, 11.1729  11.6067  1.18179 -0.64807,  11.5638    11.722   1.21743 -0.677082,  11.5165   11.8077   1.21948 -0.647135,  3.07583   1.73152   3.18968 -0.144351
20,  1.90533   5.68699 -0.788974 -0.780877,  1.80156   5.60775 -0.810051 -0.769887,  1.76034   5.63143 -0.819718 -0.770768, -7.61017 -0.977027   3.89673  -1.29446
21,  1.09903   1.15561 -0.659473 -0.991615,0.931111  1.49327  -0.6507 -1.02536, 0.930195   1.42401 -0.643269  -1.02528,-15.3623  23.2254 -2.45703  3.39545
22, 16.1038  12.1081 0.692302 -1.19072, 15.9765  12.0691 0.730217 -1.19277, 15.9844  12.1508 0.704884 -1.18968, -0.741628   0.352055    1.81735 -0.0873506
24, 7.83565  16.1555 -1.08467 -1.03876,  7.3291  16.2131 -1.11283 -1.06574, 7.37791   16.235 -1.09669  -1.0661,-5.84176 0.492318  1.10797  2.63259
1,  11.8023   16.8558   0.81513 -0.615168,   11.503   16.4876  0.847019 -0.665875,  11.6113   16.5472  0.839025 -0.644623,-1.61783 -1.83077  2.93138  4.78818
5,  11.2175   2.56815 -0.795208  -1.16552,  11.1874    2.3281 -0.855452  -1.15817,  11.2085   2.36931 -0.832874  -1.16906,-0.080273  -7.74234    4.7366  0.303689
6,  6.61159  -1.55863  0.946999 -0.951825,  6.4943 -2.01185 0.897216  -0.9414,  6.52044  -1.95612  0.933735 -0.946126, -1.37857   25.5025   -1.4006 -0.598749
7, 2.20992  15.3896 -1.09047 -1.13779, 2.24773  14.9106 -1.07882 -1.13973, 2.22083  14.9678  -1.0635 -1.16266, 0.49336 -2.74117 -2.47295  2.18585
8, 10.8983  14.3837 0.705534 0.888365, 10.7715  14.4859 0.699697 0.842995, 10.7757  14.4963 0.706247 0.852557,-1.12475 0.782841 0.100981 -4.03079
11, 20.1837  2.56313 0.767652 -1.02234, 20.3168  2.72427  0.79485 -1.12768,  20.366  2.72686 0.776425 -1.08365,0.903282  6.38779  1.14272  5.99699
12,  13.3144   17.0612  -1.15554 -0.976513, 13.4906  17.1693 -1.12763 -0.99356,  13.4231   17.1806   -1.1207 -0.992569,0.816309 0.699531 -3.01434  1.64417
14,  5.35535   5.37608  0.812975 -0.866144,  5.41375   5.16065  0.807892 -0.914922, 5.36045  5.19709 0.820822 -0.90292,0.0952811  -3.32931  0.965229   4.24602
15,  3.81104   15.8817 -0.624999 -0.719579,  3.81478   15.9662 -0.688042 -0.679793,    3.759   16.0242 -0.656292 -0.685707,-1.36572 0.897023  5.00687 -4.70722
17, 2.64843  14.3018 -1.14015 -1.15199, 2.70103  14.3537 -1.21359 -1.10354, 2.65072  14.2874 -1.19192 -1.10925,0.0867009 -0.100743   4.54029  -3.71087
19, 11.2123  11.5851  1.18179 -0.64807,  11.0594   11.7305   1.21597 -0.658886,  11.1481   11.7404   1.21726 -0.654404,-0.572557   1.34019   3.00148  0.977263
20,  1.87904   5.66096 -0.788974 -0.780877,   1.7368   6.01067 -0.807009 -0.724879,  1.73615   5.93862 -0.811863 -0.742362,-7.60442  4.90478  2.90117 -4.93221
21,  1.07705   1.12256 -0.659473 -0.991615,  1.08833   1.19535 -0.706998 -0.920766,  1.05624   1.23017 -0.682636  -0.96071,-1.93189  9.58591  3.51231  -3.1166
22, 16.1269  12.0684 0.692302 -1.19072, 16.3342  11.8341 0.653878 -1.15394,  16.276  11.8835 0.673397 -1.16762,0.924254 -1.53255 -2.73084 -1.93996
24, 7.79949  16.1209 -1.08467 -1.03876, 7.81695  16.1128 -1.06835 -1.10621, 7.73229  16.1282 -1.07913  -1.0909,-0.861664 0.0452794 -0.511578   5.01993
1,  11.8295   16.8353   0.81513 -0.615168,  11.8893   16.5858  0.767814 -0.599833,  11.8446   16.5751  0.795042 -0.616935,0.128192 -1.54511 -2.46442 0.287206
5,   11.191   2.52929 -0.795208  -1.16552,  11.0341   2.85396 -0.733435  -1.06494,  11.0604   2.76087 -0.771434  -1.10465,-1.16645  9.15567 -2.98971 -5.22226
6,  6.64316  -1.59036  0.946999 -0.951825,  6.94642  -1.50663  0.924108 -0.934884,  6.87608  -1.59228  0.927829 -0.939124, 3.50618 0.121049 -2.02423 -1.33434
7, 2.17357  15.3517 -1.09047 -1.13779, 2.04965  15.6751 -1.10555 -1.12708, 2.07375  15.5422  -1.0895 -1.14059,  -4.59241    1.24128 -0.0886032   0.245587
8, 10.9218  14.4133 0.705534 0.888365, 10.7201  14.4092 0.739625 0.888656, 10.7343  14.4299 0.726867 0.874855,-1.71677 0.114918  3.02359 -1.52082
11, 20.2093  2.52905 0.767652 -1.02234, 20.3231  3.12021 0.816549  -1.0574, 20.3354  3.04376 0.801215 -1.06738,0.624039  20.3517  4.37212  4.40519
12,  13.2759   17.0287  -1.15554 -0.976513, 13.6004  17.0792 -1.10731 -0.96686,  13.5622   17.0914   -1.1124 -0.976687,  2.15682  0.368327  -3.73274 0.0178232
14,  5.38245    5.3472  0.812975 -0.866144, 4.93324  5.38677 0.925821 -0.87321,  5.01438   5.34767  0.885664 -0.884534,  -6.83832 0.00872132    8.94118    2.12325
15,  3.79021   15.8577 -0.624999 -0.719579,  3.73604   15.5394 -0.677394 -0.679919,   3.7362   15.6217 -0.669333 -0.682181,-1.42507 -1.48849  7.09357 -5.19715
17, 2.61042  14.2634 -1.14015 -1.15199, 2.34003  14.2656 -1.16732 -1.12365, 2.38833  14.2629 -1.17675 -1.11815,   -8.50778 -0.00367738     3.20969    -2.93807
19, 11.2516  11.5635  1.18179 -0.64807, 11.6473  11.8843  1.21417 -0.61004,  11.5656   11.8549    1.2154 -0.626967, 2.79035  2.51952  2.84454 -3.25632
20,  1.85274   5.63494 -0.788974 -0.780877,  1.66881   5.22139 -0.811226  -0.76074,  1.67598    5.3447 -0.811474 -0.753797,-9.54008 -5.15063  2.85185 -3.46781
21,  1.05507   1.08951 -0.659473 -0.991615,   1.2392   1.02338 -0.638984  -1.00312,  1.20264   1.05444 -0.655635 -0.986943,  13.9867  -3.21851  -0.58198 -0.471144
22,   16.15  12.0288 0.692302 -1.19072, 15.7829  11.9125 0.606979 -1.24362, 15.8746  11.9003 0.632291 -1.21458, -1.7051 -1.06826  -8.6684  2.00395
24, 7.76334  16.0862 -1.08467 -1.03876, 8.26567   15.881 -1.13109 -1.06471, 8.16417  15.9186 -1.11118 -1.07474, 5.1632 -1.0424 2.44371 3.46394
1,  11.8566   16.8148   0.81513 -0.615168,  11.9018   16.5755  0.735921 -0.614202,  11.8963   16.5718  0.758507 -0.615243, 0.334259  -1.44525  -6.94651 0.0122762
5,  11.1644   2.49044 -0.795208  -1.16552, 10.8914  2.43829 -0.76544 -1.20966,  10.9169   2.48901 -0.767745  -1.16958,   -2.2171 -0.0575836   -3.45354    0.34857
6,  6.67472  -1.62209  0.946999 -0.951825,    6.832  -1.69494  0.941673 -0.921537,  6.84538   -1.6822  0.936377 -0.928263, 2.55676   3.7062 -1.12165 -2.47547
7, 2.13723  15.3138 -1.09047 -1.13779,  2.21768   15.4574 -0.941513  -1.15865, 2.18582  15.4657 -0.99802 -1.15176, 2.27395 0.992269 -8.47795  1.22727
8, 10.9453  14.4429 0.705534 0.888365, 10.9885  14.2889  0.61482 0.939152, 10.9474  14.3193 0.657644 0.914574,0.0189249 -0.855903  -6.78781    2.9502
11, 20.2349  2.49497 0.767652 -1.02234, 20.1258  2.59564 0.828272 -1.07649, 20.1679   2.6691 0.817911 -1.07305,-0.331033   6.97933   6.54699    4.9604
12,  13.2373   16.9961  -1.15554 -0.976513,  13.4375   17.3062  -1.15067 -0.991251,  13.453  17.2621 -1.13606 -0.98566, 1.62922  1.56515 -1.68506 0.936729
14,  5.40955   5.31833  0.812975 -0.866144,  5.25953   5.17618  0.755685 -0.859152,  5.22091   5.20152  0.805357 -0.868863, -3.48713  -2.19646 -0.937054  0.313967
15,  3.76938   15.8337 -0.624999 -0.719579,   3.8442    15.405 -0.651548 -0.765972,  3.82102   15.4394 -0.658327 -0.733989, 1.36999 -2.49066  5.33248  2.00248
17, 2.57242   14.225 -1.14015 -1.15199, 2.44525  14.1244 -1.06773 -1.14684, 2.42831  14.1424 -1.10936 -1.13589, -5.60191 -0.580758  -2.70069  -1.39759
19,  11.291  11.5419  1.18179 -0.64807,  11.6386    11.785   1.12317 -0.653021,  11.6327   11.7937    1.1584 -0.643075,  3.02586   2.18143  -1.97872 -0.770867
20,  1.82644   5.60891 -0.788974 -0.780877,  1.91307   5.48673 -0.781776 -0.824837,  1.86607   5.45684  -0.79309 -0.797683, 2.17008 -2.71123 0.521736  2.15231
21,  1.03308   1.05645 -0.659473 -0.991615,0.865837 0.951532 -0.65028 -1.01616, 0.921941  0.963953 -0.652361  -1.00501,-10.7583 -8.75572 -1.07845  1.35089
22, 16.1731  11.9891 0.692302 -1.19072, 16.5858  11.6483 0.630216 -1.25847, 16.4629  11.6859 0.631085 -1.24173, 1.79211 -2.52885 -8.84253  4.28406
24, 7.72718  16.0516 -1.08467 -1.03876, 7.95507  16.1192   -1.069 -1.02711, 7.98579  16.0771 -1.08513 -1.04527,  3.34672  0.159013 0.0419611  0.627655
1,  11.8838   16.7943   0.81513 -0.615168,  11.6429   17.0767  0.703429 -0.686564,  11.6924    16.983  0.724436 -0.659263,-1.61022  1.12361 -11.1263  7.16808
5,  11.1379   2.45159 -0.795208  -1.16552,  11.0749   2.24173 -0.834756  -1.13429, 11.0421  2.27889 -0.80914  -1.1478,-0.860435  -7.04443   1.75197  -1.52069
6,  6.70629  -1.65381  0.946999 -0.951825,  6.83621  -1.64219  0.947008 -0.976196,  6.84342  -1.65491  0.942943 -0.957879,  2.04484 0.0663293 -0.428298  0.636065
7, 2.10088  15.2758 -1.09047 -1.13779, 2.29309  15.1665 -1.09567 -1.13493, 2.26789   15.213 -1.05836 -1.14139,  7.94986 -0.411409  -2.94482  0.315857
8, 10.9688  14.4725 0.705534 0.888365, 11.1974  14.5303 0.582074   0.9317, 11.1566  14.4981 0.610964 0.925178, 1.71252 0.177048  -13.404  4.14389
11, 20.2605  2.46089 0.767652 -1.02234, 20.7439  2.14937 0.694051 -1.04822,  20.646  2.23561 0.741422 -1.05776, 1.90266 -9.15439 -3.41695  3.46429
12,  13.1988   16.9636  -1.15554 -0.976513,  13.0237   17.2566  -1.14414 -0.960129,  13.0934   17.2517   -1.1411 -0.969878,-0.798918   1.69877  -1.24913 -0.679441
14,  5.43665   5.28946  0.812975 -0.866144,  5.24431   5.16903   0.78466 -0.956023,  5.24489   5.16951  0.792565 -0.922732,-3.52708 -2.26777 -2.51051  6.53329
15,  3.74854   15.8098 -0.624999 -0.719579,  3.49506   15.6883 -0.676986 -0.657664,  3.54917   15.6397 -0.669893 -0.686787, -5.3186  -1.0754  7.18309 -4.55715
17, 2.53441  14.1866 -1.14015 -1.15199, 2.42844  14.0383 -1.16238 -1.19402, 2.42174    14.05 -1.14212 -1.17182,  -4.4455 -0.963137  0.172621    1.7213
19, 11.3304  11.5203  1.18179 -0.64807,  11.2767    11.289   1.14292 -0.685686,   11.347    11.375   1.14879 -0.669463,0.146051 -1.26163 -2.79219  3.30102
20,  1.80014   5.58288 -0.788974 -0.780877,  1.76378   5.29717 -0.775452 -0.801725,  1.77732   5.32087 -0.782197 -0.800196, -1.26735  -4.69308 -0.858849   2.47411
21,   1.0111    1.0234 -0.659473 -0.991615,   1.1526   1.50427 -0.608905  -1.00294,  1.10771   1.40207 -0.625476  -1.00366,9.55511  37.001 -5.1552 1.21508
22, 16.1961  11.9494 0.692302 -1.19072, 16.1126  11.8344 0.669171 -1.15943, 16.1788  11.8007 0.654582 -1.19085,-0.107167  -1.24419  -5.44852 0.0107023
24, 7.69102   16.017 -1.08467 -1.03876,  7.62425   15.8334  -1.13818 -0.969724,  7.68211   15.8707  -1.11795 -0.998605,-0.115895 -0.913181   3.06785  -3.86518
1,   11.911   16.7738   0.81513 -0.615168,   11.94  17.1093 0.843906 -0.54234,  11.9004   17.0831  0.798297 -0.586985,-0.0889624     1.8441   -2.06506   -4.58139
5,  11.1114   2.41274 -0.795208  -1.16552,  11.1401   2.33937 -0.825529  -1.13678,  11.1178    2.3218 -0.819255  -1.14098,0.0574105  -3.76933   3.02401   -2.1058
6,  6.73786  -1.68554  0.946999 -0.951825,  6.91867   -1.4304  0.911676 -0.923352,  6.91081  -1.47602  0.923624 -0.936512, 2.56697 -12.4308 -2.46833 -1.60885
7, 2.06453  15.2379 -1.09047 -1.13779, 1.50362  15.2401 -1.06564 -1.14844, 1.63345  15.2285 -1.06294 -1.14574,  -20.8803 -0.0620286   -2.52448   0.698182
8, 10.9923  14.5021 0.705534 0.888365, 10.9004  14.5026 0.665315 0.892526, 10.9497  14.5072 0.644524 0.904995, -0.38754 0.0351756  -8.64732   1.87198
11, 20.2861  2.42682 0.767652 -1.02234,  19.8173   2.49436  0.746029 -0.981323, 19.9693  2.44212 0.744174 -1.01049,-1.56171 0.630762 -3.05841 -1.15963
12,  13.1603    16.931  -1.15554 -0.976513,  13.183  17.0284 -1.21577 -1.02943, 13.1601  17.0623 -1.18723  -1.0067,-0.00126815    0.775522      2.7431     3.09173
14,  5.46375   5.26059  0.812975 -0.866144,  5.63976   5.25822  0.852126 -0.814976,  5.57423   5.23712  0.829417 -0.856122,  2.02222 -0.446083   2.02242  -1.15707
15,  3.72771   15.7858 -0.624999 -0.719579,  3.77553   15.6914 -0.589915 -0.750159,  3.73137    15.678 -0.620436 -0.725945,0.0980994 -0.682794 -0.729982  0.884611
17, 2.49641  14.1482 -1.14015 -1.15199, 2.51672   14.022 -1.13125 -1.20949, 2.49304    14.02 -1.13539  -1.1951,-0.134671  -0.90665 -0.417992   3.74195
19, 11.3698  11.4987  1.18179 -0.64807,  11.3269   11.4535   1.20313 -0.608931,  11.3374   11.4356   1.18237 -0.632041,-0.285184 -0.548938  0.049044  -2.47336
20,  1.77384   5.55685 -0.788974 -0.780877,  1.70125   5.69841 -0.795828 -0.799314,  1.71013   5.62641 -0.790627 -0.799606,-3.5915 1.25185 0.20956 2.39849
21, 0.989119  0.990345 -0.659473 -0.991615, 0.880469  0.607438 -0.616293 -0.924166, 0.917246  0.743145 -0.619823 -0.954616, -7.2664  -24.961  -6.0123 -3.73114
22, 16.2192  11.9097 0.692302 -1.19072, 16.2867   11.992 0.697303 -1.30044, 16.2714  11.9507 0.680995 -1.25855,0.322031 0.344549 -1.63333  5.69669
24, 7.65487  15.9824 -1.08467 -1.03876, 7.15201  16.2595 -1.09088 -0.99601,  7.23983   16.1843  -1.10128 -0.996955,-5.42185  1.26363   1.5306  -4.0241
1,  11.9381   16.7533   0.81513 -0.615168,  11.9327   16.8824  0.798215 -0.568809,  11.9317   16.9147  0.798247 -0.575772,-0.0540739   0.963508   -2.07122   -6.40415
5,  11.0849   2.37389 -0.795208  -1.16552,  10.5057   2.32457 -0.782078  -1.20529,  10.6099   2.31719 -0.796344  -1.18072, -4.2852  -2.3885 0.142789  1.30385
6,  6.76942  -1.71727  0.946999 -0.951825, 6.80076 -2.15848 0.912605 -1.01541,  6.82583  -2.04262  0.916798 -0.985346, 0.83324  18.9456 -3.18905  3.52177
7, 2.02818     15.2 -1.09047 -1.13779, 2.27589  14.9124 -1.10502 -1.20709, 2.15509  14.9618 -1.08887 -1.18369,  6.25721  -1.56728 -0.146531   4.03359
8, 11.0158  14.5317 0.705534 0.888365, 11.1198  14.5159 0.763811 0.850212, 11.0935  14.5197 0.718264 0.871135,  0.705059 -0.0831625     1.8043   -1.93953
11, 20.3117  2.39274 0.767652 -1.02234, 20.1757  2.67774 0.759278 -1.05042, 20.1434  2.62971 0.753529 -1.03514,-0.828591   9.90378  -1.83979    1.2514
12,  13.1218   16.8985  -1.15554 -0.976513,  12.9344   16.4477  -1.11787 -0.931448,  12.9677   16.5514  -1.14439 -0.960258, -1.17417  -2.05415 -0.964766  -1.66458
14,  5.49084   5.23172  0.812975 -0.866144,  5.62223   5.51255  0.833362 -0.918807,  5.61862   5.45831  0.831857 -0.894829,  2.327 4.33105 2.32263 3.31186
15,  3.70688   15.7618 -0.624999 -0.719579,  3.81856   15.6366 -0.652124 -0.674014,   3.7993   15.6398 -0.640008 -0.693852,  2.49317 -0.774186   2.40155  -3.57531
17,  2.4584  14.1098 -1.14015 -1.15199,  2.4778  14.4357 -1.16237  -1.1223, 2.47373  14.3546 -1.15206 -1.15006, 0.623618     1.735   1.04463 -0.168167
19, 11.4092  11.4771  1.18179 -0.64807,  11.4687   11.5493    1.1734 -0.638593,  11.4523   11.5253   1.17683 -0.636075, 0.377826  0.419855 -0.419103  -1.85087
20,  1.74754   5.53082 -0.788974 -0.780877,  1.60165   5.63335 -0.727898 -0.689019,  1.61638   5.62755 -0.751868 -0.731256,-7.50535  1.74891 -4.70305 -6.35451
